address,addressCity,Zipcode,area,baths,beds,soldPrice,zestimate,latitude,longitude,livingArea,rentZestimate,daysOnZillow,homeType,median_income,bus_stops_1km,police_beat,restaurants_nearby,cafes_nearby,schools_nearby,parks_nearby,gyms_nearby,supermarkets_nearby,drive_to_uiuc_main_quad_min,drive_to_downtown_champaign_min,drive_to_carle_hospital_min,drive_to_memorial_stadium_min,drive_to_willard_airport_min
"1912 Easy St, Urbana, IL 61802",Urbana,61802,1754,2.0,4.0,"$140,000",148400,40.10517,-88.183174,1754,1988,377,SINGLE_FAMILY,55684.0,41.0,,1.0,0.0,3.0,4.0,1.0,0.0,10.65,13.25,6.616666666666666,8.45,19.066666666666666
"307 S Sunrise Dr, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$105,000",149100,40.109337,-88.16884,925,1422,382,SINGLE_FAMILY,54583.0,21.0,,1.0,0.0,2.0,3.0,0.0,1.0,12.333333333333334,14.4,8.3,11.3,18.85
"2402 E Elm St, Urbana, IL 61802",Urbana,61802,1000,1.0,3.0,"$79,000",83800,40.111347,-88.176605,1000,1429,386,SINGLE_FAMILY,54583.0,41.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.483333333333333,12.55,6.45,9.916666666666666,19.516666666666666
"2403 Edward St, Urbana, IL 61802",Urbana,61802,1683,2.0,3.0,"$225,000",238200,40.116074,-88.17576,1683,2028,389,SINGLE_FAMILY,-666666666.0,41.0,,4.0,0.0,0.0,1.0,0.0,1.0,10.633333333333333,12.216666666666667,6.833333333333333,10.75,20.433333333333334
"2409 Sharlyn Dr, Urbana, IL 61802",Urbana,61802,1558,2.0,2.0,"$145,000",177600,40.134987,-88.17486,1558,1840,390,SINGLE_FAMILY,78500.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.633333333333333,12.883333333333333,8.816666666666666,12.683333333333334,23.0
"2302 Slayback St, Urbana, IL 61802",Urbana,61802,1696,2.0,3.0,"$200,000",251400,40.11743,-88.17819,1696,1949,391,SINGLE_FAMILY,-666666666.0,22.0,,4.0,0.0,0.0,1.0,0.0,0.0,10.083333333333334,11.666666666666666,6.283333333333333,10.2,19.883333333333333
"504 Dodson Dr E, Urbana, IL 61802",Urbana,61802,1635,2.0,3.0,"$288,900",306100,40.117535,-88.17233,1635,2191,391,SINGLE_FAMILY,-666666666.0,18.0,,4.0,0.0,0.0,2.0,0.0,1.0,10.983333333333333,12.566666666666666,7.166666666666667,11.083333333333334,19.5
"201 Dodson Dr W, Urbana, IL 61802",Urbana,61802,1132,2.0,3.0,"$202,000",214500,40.11416,-88.17337,1132,1818,393,SINGLE_FAMILY,-666666666.0,22.0,,4.0,0.0,0.0,2.0,0.0,1.0,10.05,11.65,6.25,10.166666666666666,18.766666666666666
"2407 N Skyline Dr, Urbana, IL 61802",Urbana,61802,1758,2.0,4.0,"$279,900",297900,40.138668,-88.18164,1758,2616,403,SINGLE_FAMILY,63643.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.616666666666667,11.083333333333334,9.8,13.65,21.133333333333333
"1208 S Smith Rd, Urbana, IL 61802",Urbana,61802,1368,2.0,3.0,"$234,000",278300,40.10348,-88.17576,1368,2336,404,SINGLE_FAMILY,84683.0,31.0,,0.0,0.0,2.0,2.0,1.0,0.0,11.883333333333333,14.033333333333333,7.85,9.016666666666667,19.233333333333334
"604 S Sunny Ln, Urbana, IL 61802",Urbana,61802,1036,1.0,3.0,"$165,000",175400,40.107433,-88.17225,1036,1528,406,SINGLE_FAMILY,54583.0,28.0,,0.0,0.0,2.0,3.0,1.0,1.0,12.333333333333334,14.433333333333334,8.316666666666666,10.066666666666666,18.933333333333334
"2606 Clifton Dr, Urbana, IL 61802",Urbana,61802,1853,2.0,3.0,"$225,000",239200,40.140472,-88.172905,1853,2363,407,SINGLE_FAMILY,63643.0,14.0,,0.0,0.0,2.0,1.0,0.0,0.0,12.116666666666667,10.883333333333333,9.3,13.15,20.933333333333334
"310 S Dodson Dr, Urbana, IL 61802",Urbana,61802,1220,2.0,3.0,"$165,000",175400,40.109283,-88.17595,1220,1659,407,SINGLE_FAMILY,54583.0,14.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.4,12.466666666666667,6.366666666666666,9.333333333333334,18.916666666666668
"2912 Haydon Dr, Urbana, IL 61802",Urbana,61802,1852,2.0,3.0,"$345,000",366800,40.119488,-88.16672,1852,3143,407,SINGLE_FAMILY,-666666666.0,11.0,,0.0,0.0,0.0,1.0,0.0,1.0,12.666666666666666,14.25,8.866666666666667,12.783333333333333,19.6
"310 E Dodson Dr, Urbana, IL 61802",Urbana,61802,1183,2.0,3.0,"$165,000",175400,40.109283,-88.17595,1183,1571,407,SINGLE_FAMILY,54583.0,38.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.4,12.466666666666667,6.366666666666666,9.333333333333334,18.916666666666668
"2707 E Main St, Urbana, IL 61802",Urbana,61802,1220,1.0,3.0,"$154,000",164000,40.11224,-88.17082,1220,1674,410,SINGLE_FAMILY,54583.0,26.0,,5.0,0.0,2.0,2.0,0.0,1.0,10.25,12.316666666666666,6.216666666666667,10.133333333333333,18.65
"1210 S Smith Rd, Urbana, IL 61802",Urbana,61802,1400,3.0,3.0,"$242,650",287900,40.103348,-88.17575,1400,2369,412,SINGLE_FAMILY,84683.0,31.0,,0.0,0.0,2.0,2.0,1.0,0.0,11.933333333333334,14.1,7.916666666666667,9.083333333333334,19.3
"301 Dodson Dr S, Urbana, IL 61802",Urbana,61802,1073,1.0,,"$140,000",150100,40.109882,-88.17653,1073,1306,418,SINGLE_FAMILY,54583.0,38.0,,4.0,0.0,2.0,4.0,1.0,0.0,10.316666666666666,12.383333333333333,6.283333333333333,9.416666666666666,19.016666666666666
"2424 E Elm St, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$75,000",132000,40.111042,-88.17386,925,1295,418,SINGLE_FAMILY,54583.0,31.0,,4.0,0.0,2.0,2.0,1.0,1.0,10.3,12.366666666666667,6.266666666666667,10.116666666666667,19.033333333333335
"2104 E Main St, Urbana, IL 61802",Urbana,61802,840,1.0,2.0,"$105,000",112000,40.113403,-88.18077,840,1113,426,SINGLE_FAMILY,-666666666.0,27.0,,4.0,0.0,2.0,3.0,1.0,0.0,9.016666666666667,11.683333333333334,4.983333333333333,8.9,19.683333333333334
"2805 Clarion Rd, Urbana, IL 61802",Urbana,61802,2950,4.0,3.0,"$435,000",464100,40.11802,-88.146774,2950,4048,428,SINGLE_FAMILY,-666666666.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.9,20.116666666666667,17.583333333333332,21.866666666666667,30.166666666666668
"202 Brady Ln, Urbana, IL 61802",Urbana,61802,1152,2.0,2.0,"$152,000",162200,40.110996,-88.16963,1152,1566,431,SINGLE_FAMILY,54583.0,31.0,,1.0,0.0,2.0,2.0,0.0,1.0,10.883333333333333,12.95,6.866666666666666,10.783333333333333,19.233333333333334
"2009 Cindy Lynn St, Urbana, IL 61802",Urbana,61802,3481,3.0,4.0,"$348,000",371400,40.132877,-88.1658,3481,3122,432,SINGLE_FAMILY,78500.0,13.0,,1.0,0.0,3.0,0.0,1.0,0.0,13.916666666666666,13.75,10.1,14.016666666666667,20.833333333333332
"2806 Clarion Rd, Urbana, IL 61802",Urbana,61802,1852,2.0,3.0,"$400,015",427600,40.1187,-88.17047,1852,3071,435,SINGLE_FAMILY,-666666666.0,20.0,,2.0,0.0,0.0,2.0,0.0,1.0,11.716666666666667,13.3,7.916666666666667,11.833333333333334,19.983333333333334
"308 N Smith Rd, Urbana, IL 61802",Urbana,61802,1642,2.0,4.0,"$247,000",263800,40.11591,-88.178215,1642,2200,438,SINGLE_FAMILY,-666666666.0,25.0,,4.0,0.0,0.0,1.0,0.0,0.0,9.8,11.383333333333333,5.983333333333333,9.9,19.6
"2504 Goodfield Dr, Urbana, IL 61802",Urbana,61802,1451,2.0,3.0,"$237,500",253700,40.13909,-88.182045,1451,2351,438,SINGLE_FAMILY,63643.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.483333333333333,10.95,9.65,13.516666666666667,20.983333333333334
"2702 E Concord Rd, Urbana, IL 61802",Urbana,61802,2806,2.5,3.0,"$380,000",404800,40.130173,-88.17057,2806,2416,441,SINGLE_FAMILY,78500.0,13.0,,1.0,0.0,0.0,0.0,0.0,0.0,12.766666666666667,14.016666666666667,9.95,13.8,21.15
"3304 Nordland Dr, Urbana, IL 61802",Urbana,61802,2829,4.0,5.0,"$346,500",369400,40.1337,-88.16116,2829,3279,447,SINGLE_FAMILY,78500.0,7.0,,1.0,0.0,3.0,0.0,1.0,0.0,14.0,13.333333333333334,10.183333333333334,14.1,20.916666666666668
"2006 E Country Squire Dr, Urbana, IL 61802",Urbana,61802,1061,1.0,3.0,"$121,000",149200,40.102673,-88.18316,1061,1512,448,SINGLE_FAMILY,55684.0,38.0,,6.0,1.0,4.0,4.0,1.0,0.0,11.066666666666666,13.666666666666666,7.033333333333333,7.916666666666667,18.55
"2202 Lantern Hill Dr, Urbana, IL 61802",Urbana,61802,1258,2.0,3.0,"$142,000",151400,40.104416,-88.17963,1258,1761,449,SINGLE_FAMILY,84683.0,37.0,,0.0,0.0,3.0,4.0,1.0,0.0,11.133333333333333,13.733333333333333,7.1,8.183333333333334,18.816666666666666
"2603 Brownfield Rd, Urbana, IL 61802",Urbana,61802,1710,2.0,3.0,"$122,000",123700,40.140274,-88.17153,1710,2170,137,SINGLE_FAMILY,63643.0,17.0,,0.0,0.0,3.0,1.0,1.0,0.0,11.95,11.3,9.133333333333333,12.983333333333333,22.266666666666666
"501 S Glenn Dr, Urbana, IL 61802",Urbana,61802,1295,1.0,4.0,"$134,000",134100,40.107197,-88.175606,1295,1585,137,SINGLE_FAMILY,54583.0,37.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.966666666666667,13.033333333333333,6.933333333333334,9.266666666666667,18.866666666666667
"2210 Lantern Hill Dr, Urbana, IL 61802",Urbana,61802,1194,1.0,2.0,"$70,000",71000,40.104816,-88.17843,1194,1511,139,SINGLE_FAMILY,84683.0,37.0,,0.0,0.0,2.0,3.0,1.0,0.0,11.4,14.0,7.366666666666666,8.45,19.083333333333332
"704 N Abbey Rd, Urbana, IL 61802",Urbana,61802,1788,2.0,3.0,"$388,000",388800,40.119324,-88.17115,1788,2958,144,SINGLE_FAMILY,-666666666.0,17.0,,4.0,0.0,0.0,0.0,0.0,1.0,11.783333333333333,13.366666666666667,7.966666666666667,11.883333333333333,20.05
"2712 E Illinois St, Urbana, IL 61802",Urbana,61802,918,1.0,3.0,"$136,000",138000,40.107784,-88.16915,918,1412,146,SINGLE_FAMILY,54583.0,22.0,,1.0,0.0,2.0,2.0,0.0,1.0,12.15,14.133333333333333,8.133333333333333,10.75,18.283333333333335
"1302 S Smith Rd, Urbana, IL 61802",Urbana,61802,1400,3.0,3.0,"$240,900",240200,40.103092,-88.17575,1400,2368,148,SINGLE_FAMILY,84683.0,31.0,,0.0,0.0,2.0,2.0,1.0,0.0,12.05,14.216666666666667,8.016666666666667,9.083333333333334,19.416666666666668
"5 California Ct, Urbana, IL 61802",Urbana,61802,1202,2.0,4.0,"$180,000",183000,40.107735,-88.174614,1202,1644,160,SINGLE_FAMILY,54583.0,30.0,,4.0,0.0,2.0,3.0,1.0,0.0,11.216666666666667,13.3,7.2,9.95,18.866666666666667
"1307 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1324,2.0,3.0,"$206,000",209300,40.10285,-88.175255,1324,2275,160,SINGLE_FAMILY,84683.0,30.0,,0.0,0.0,2.0,2.0,1.0,0.0,12.166666666666666,14.316666666666666,8.133333333333333,8.966666666666667,19.6
"2417 E Illinois St, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$137,500",139900,40.108456,-88.17456,925,1340,165,SINGLE_FAMILY,54583.0,34.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.983333333333333,13.05,6.95,9.716666666666667,18.966666666666665
"3104 E Perkins Rd, Urbana, IL 61802",Urbana,61802,2564,2.0,3.0,"$500,000",509300,40.12884,-88.16408,2564,2215,172,SINGLE_FAMILY,78500.0,19.0,,1.0,0.0,2.0,0.0,0.0,0.0,14.483333333333333,14.3,10.666666666666666,14.583333333333334,21.383333333333333
"502 Dodson Dr S, Urbana, IL 61802",Urbana,61802,925,1.0,,"$103,000",134100,40.107204,-88.17592,925,1346,176,SINGLE_FAMILY,54583.0,38.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.933333333333334,13.016666666666667,6.916666666666667,9.233333333333333,18.833333333333332
"2910 E Main St, Urbana, IL 61802",Urbana,61802,1311,2.0,3.0,"$125,000",127400,40.112534,-88.167404,1311,1927,176,SINGLE_FAMILY,-666666666.0,19.0,,1.0,0.0,0.0,1.0,0.0,1.0,11.0,12.983333333333333,6.966666666666667,11.1,18.65
"110 S Scottswood Dr, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$122,000",124400,40.112007,-88.1745,925,1364,180,SINGLE_FAMILY,54583.0,30.0,,4.0,0.0,2.0,2.0,1.0,1.0,10.066666666666666,12.15,6.05,10.316666666666666,19.25
"2501 N Skyline Dr, Urbana, IL 61802",Urbana,61802,1500,2.0,3.0,"$260,000",265000,40.13887,-88.18164,1500,2390,180,SINGLE_FAMILY,63643.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.55,11.016666666666667,9.733333333333333,13.583333333333334,21.05
"121 S Scottswood Dr, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$125,000",127500,40.11138,-88.1746,925,1364,181,SINGLE_FAMILY,54583.0,29.0,,4.0,0.0,2.0,2.0,1.0,1.0,10.333333333333334,12.4,6.316666666666666,10.55,19.466666666666665
"1913 Brownfield Rd, Urbana, IL 61802",Urbana,61802,1271,2.0,3.0,"$120,000",122400,40.13224,-88.18054,1271,1830,183,SINGLE_FAMILY,63643.0,15.0,,0.0,0.0,0.0,2.0,0.0,0.0,10.583333333333334,11.816666666666666,7.766666666666667,11.616666666666667,21.933333333333334
"1913 Brownfield Rd, Urbana, IL 61802",Urbana,61802,1432,2.0,2.0,"$119,900",122400,40.13224,-88.18054,1432,1673,186,SINGLE_FAMILY,63643.0,15.0,,0.0,0.0,0.0,2.0,0.0,0.0,10.583333333333334,11.816666666666666,7.766666666666667,11.616666666666667,21.933333333333334
"1201 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1254,2.0,3.0,"$223,900",269000,40.103855,-88.17528,1254,2180,186,SINGLE_FAMILY,84683.0,30.0,,0.0,0.0,2.0,2.0,1.0,0.0,11.583333333333334,13.733333333333333,7.55,8.716666666666667,18.933333333333334
"413 N Abbey Rd, Urbana, IL 61802",Urbana,61802,2616,4.0,4.0,"$431,000",440500,40.11684,-88.17185,2616,3177,187,SINGLE_FAMILY,-666666666.0,18.0,,4.0,0.0,0.0,2.0,0.0,1.0,10.966666666666667,12.55,7.166666666666667,11.083333333333334,19.233333333333334
"203 S Scottswood Dr, Urbana, IL 61802",Urbana,61802,1021,1.0,3.0,"$138,400",141500,40.11049,-88.17388,1021,1422,190,SINGLE_FAMILY,54583.0,30.0,,4.0,0.0,2.0,3.0,1.0,1.0,10.416666666666666,12.483333333333333,6.383333333333334,10.0,18.933333333333334
"2304 E Country Squire Dr, Urbana, IL 61802",Urbana,61802,1128,2.0,3.0,"$181,900",186100,40.10338,-88.17789,1128,1702,195,SINGLE_FAMILY,84683.0,32.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.583333333333334,14.183333333333334,7.566666666666666,8.333333333333334,18.966666666666665
"414 S Dodson Dr, Urbana, IL 61802",Urbana,61802,1924,2.0,5.0,"$205,000",209600,40.1074,-88.17592,1924,2093,197,SINGLE_FAMILY,54583.0,32.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.933333333333334,13.0,6.9,9.283333333333333,18.866666666666667
"2416 E Oregon St, Urbana, IL 61802",Urbana,61802,1776,2.0,3.0,"$152,000",155500,40.10745,-88.17477,1776,1822,201,SINGLE_FAMILY,54583.0,32.0,,1.0,0.0,2.0,3.0,1.0,0.0,11.4,13.466666666666667,7.366666666666666,9.85,18.766666666666666
"2310 E Country Squire Dr, Urbana, IL 61802",Urbana,61802,1238,1.0,3.0,"$175,000",183900,40.103455,-88.17715,1238,1762,209,SINGLE_FAMILY,84683.0,32.0,,0.0,0.0,3.0,2.0,1.0,0.0,11.733333333333333,14.05,7.7,8.466666666666667,19.1
"3303 E Bruce Acres Dr, Urbana, IL 61802",Urbana,61802,1632,2.0,4.0,"$335,000",343600,40.13654,-88.16133,1632,2221,214,SINGLE_FAMILY,78500.0,10.0,,1.0,0.0,3.0,0.0,1.0,0.0,14.416666666666666,13.05,10.6,14.516666666666667,21.333333333333332
"2423 E Elm St, Urbana, IL 61802",Urbana,61802,1177,1.0,,"$55,000",157900,40.110626,-88.17417,1177,1451,214,SINGLE_FAMILY,54583.0,30.0,,4.0,0.0,2.0,3.0,1.0,1.0,10.616666666666667,12.683333333333334,6.6,10.216666666666667,19.266666666666666
"509 Dodson Dr S, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$95,000",97600,40.10646,-88.17648,925,1358,221,SINGLE_FAMILY,54583.0,37.0,,1.0,0.0,2.0,3.0,1.0,0.0,10.833333333333334,12.9,6.8,8.9,18.483333333333334
"3033 Rutherford Dr, Urbana, IL 61802",Urbana,61802,1780,2.0,2.0,"$240,000",256600,40.116512,-88.16316,1780,2292,223,CONDO,-666666666.0,10.0,,1.0,0.0,0.0,1.0,0.0,1.0,11.85,13.433333333333334,8.033333333333333,11.95,18.766666666666666
"109 S Pfeffer Rd, Urbana, IL 61802",Urbana,61802,2138,2.0,4.0,"$170,000",276900,40.111217,-88.16776,2138,2314,454,SINGLE_FAMILY,54583.0,30.0,,1.0,0.0,0.0,1.0,0.0,1.0,10.916666666666666,12.883333333333333,6.883333333333334,10.666666666666666,18.2
"302 S Dodson Dr, Urbana, IL 61802",Urbana,61802,1722,1.0,3.0,"$235,000",251700,40.109978,-88.17596,1722,1601,474,SINGLE_FAMILY,54583.0,5.0,,4.0,0.0,2.0,3.0,1.0,0.0,10.3,12.366666666666667,6.266666666666667,9.433333333333334,19.016666666666666
"2407 Goodfield Dr, Urbana, IL 61802",Urbana,61802,1534,2.0,3.0,"$270,000",289500,40.138138,-88.18263,1534,2464,480,SINGLE_FAMILY,63643.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.95,11.416666666666666,10.133333333333333,14.0,21.466666666666665
"3038 E Stillwater Lndg #204, Urbana, IL 61802",Urbana,61802,1150,2.0,2.0,"$159,750",171400,40.1091,-88.18055,1150,1785,484,CONDO,54583.0,14.0,,4.0,0.0,2.0,4.0,1.0,0.0,11.033333333333333,13.633333333333333,7.0,9.683333333333334,21.066666666666666
"2806 Haydon Dr, Urbana, IL 61802",Urbana,61802,1828,2.0,3.0,"$365,000",392500,40.119904,-88.17075,1828,2855,494,SINGLE_FAMILY,-666666666.0,21.0,,0.0,0.0,0.0,0.0,0.0,1.0,11.85,13.433333333333334,8.033333333333333,11.95,20.1
"1203 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1254,2.0,3.0,"$223,900",266500,40.103718,-88.17527,1254,2182,502,SINGLE_FAMILY,84683.0,30.0,,0.0,0.0,2.0,2.0,1.0,0.0,11.766666666666667,13.933333333333334,7.75,8.916666666666666,19.133333333333333
"1209 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1375,3.0,4.0,"$303,500",336500,40.10334,-88.17526,1375,2457,504,SINGLE_FAMILY,84683.0,29.0,,0.0,0.0,2.0,2.0,1.0,0.0,11.95,14.1,7.916666666666667,9.083333333333334,19.3
"706 Macarthur Dr, Urbana, IL 61802",Urbana,61802,925,1.0,3.0,"$118,000",127500,40.106884,-88.17085,925,1336,516,SINGLE_FAMILY,54583.0,29.0,,0.0,0.0,2.0,2.0,0.0,1.0,11.95,14.033333333333333,7.916666666666667,9.666666666666666,17.933333333333334
"2810 Haydon Dr, Urbana, IL 61802",Urbana,61802,1846,2.0,3.0,"$335,000",362000,40.119846,-88.17015,1846,3012,517,SINGLE_FAMILY,-666666666.0,15.0,,0.0,0.0,0.0,0.0,0.0,1.0,11.966666666666667,13.55,8.166666666666666,12.083333333333334,20.233333333333334
"3002 Artesia Xing, Urbana, IL 61802",Urbana,61802,2510,2.0,3.0,"$400,000",423300,40.116158,-88.16642,2510,2436,522,SINGLE_FAMILY,-666666666.0,22.0,,1.0,0.0,0.0,1.0,0.0,1.0,11.333333333333334,12.916666666666666,7.533333333333333,11.45,19.25
"2403 N Fairfield Dr, Urbana, IL 61802",Urbana,61802,1314,2.0,3.0,"$269,900",291600,40.13766,-88.18312,1314,2200,524,SINGLE_FAMILY,63643.0,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.95,11.433333333333334,10.133333333333333,14.0,21.466666666666665
"1205 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1400,3.0,3.0,"$235,900",290800,40.103592,-88.17527,1400,2364,524,SINGLE_FAMILY,84683.0,30.0,,0.0,0.0,2.0,2.0,1.0,0.0,11.833333333333334,13.983333333333333,7.8,8.966666666666667,19.183333333333334
"605 Dodson Dr E, Urbana, IL 61802",Urbana,61802,1972,3.0,4.0,"$248,500",268600,40.11854,-88.17299,1972,2553,525,SINGLE_FAMILY,-666666666.0,16.0,,4.0,0.0,0.0,1.0,0.0,1.0,11.266666666666667,12.85,7.466666666666667,11.383333333333333,19.983333333333334
"604 Dodson Dr E, Urbana, IL 61802",Urbana,61802,1652,2.0,3.0,"$264,900",287000,40.118286,-88.17234,1652,2271,536,SINGLE_FAMILY,-666666666.0,16.0,,4.0,0.0,0.0,1.0,0.0,1.0,11.2,12.783333333333333,7.383333333333334,11.3,19.916666666666668
"2114 Rainbow Vw, Urbana, IL 61802",Urbana,61802,1183,2.0,3.0,"$145,000",157200,40.10355,-88.1798,1183,1704,538,SINGLE_FAMILY,84683.0,36.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.133333333333333,13.733333333333333,7.1,7.983333333333333,18.616666666666667
"2902 Beringer Cir, Urbana, IL 61802",Urbana,61802,3521,4.0,5.0,"$250,000",270900,40.118484,-88.168495,3521,3687,538,SINGLE_FAMILY,-666666666.0,12.0,,0.0,0.0,0.0,1.0,0.0,1.0,11.933333333333334,13.533333333333333,8.133333333333333,12.05,19.316666666666666
"2009 Prairie View Dr, Urbana, IL 61802",Urbana,61802,1657,2.0,3.0,"$230,000",250000,40.13354,-88.17972,1657,2189,540,SINGLE_FAMILY,63643.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.316666666666666,12.55,8.5,12.35,22.666666666666668
"2820 Haydon Dr, Urbana, IL 61802",Urbana,61802,2164,3.0,4.0,"$384,900",418700,40.119686,-88.16875,2164,3181,543,SINGLE_FAMILY,-666666666.0,14.0,,0.0,0.0,0.0,1.0,0.0,1.0,12.266666666666667,13.85,8.466666666666667,12.383333333333333,20.0
"1904 Kathryn St, Urbana, IL 61802",Urbana,61802,1435,2.0,3.0,"$295,000",321400,40.127853,-88.14836,1435,2455,550,SINGLE_FAMILY,78500.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.933333333333334,15.516666666666667,10.116666666666667,14.333333333333334,20.85
"2506 E Main St, Urbana, IL 61802",Urbana,61802,872,1.0,1.0,"$115,000",125100,40.11323,-88.17422,872,1085,553,SINGLE_FAMILY,-666666666.0,27.0,,4.0,0.0,2.0,1.0,0.0,1.0,10.166666666666666,12.25,6.15,10.066666666666666,19.333333333333332
"1301 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1424,3.0,3.0,"$226,900",280900,40.103214,-88.17526,1424,2397,557,SINGLE_FAMILY,84683.0,14.0,,0.0,0.0,2.0,2.0,1.0,0.0,12.0,14.166666666666666,7.966666666666667,9.133333333333333,19.35
"2707 N Skyline Dr, Urbana, IL 61802",Urbana,61802,1508,2.0,3.0,"$295,000",322300,40.14159,-88.18164,1508,2522,560,SINGLE_FAMILY,63643.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.583333333333334,10.05,8.766666666666667,12.616666666666667,20.1
"708 Macarthur Dr, Urbana, IL 61802",Urbana,61802,1073,1.0,,"$35,000",125200,40.106804,-88.17066,1073,1311,567,SINGLE_FAMILY,54583.0,25.0,,0.0,0.0,2.0,1.0,0.0,1.0,11.9,14.0,7.883333333333334,9.633333333333333,17.9
"1208 Ogelthorpe Ave, Urbana, IL 61802",Urbana,61802,1080,1.0,3.0,"$173,358",191900,40.103397,-88.17463,1080,1757,578,SINGLE_FAMILY,84683.0,4.0,,0.0,0.0,2.0,2.0,1.0,0.0,12.05,14.216666666666667,8.033333333333333,9.2,19.416666666666668
"2418 E Green St, Urbana, IL 61802",Urbana,61802,1075,1.0,4.0,"$120,000",153400,40.110348,-88.1746,1075,1448,580,SINGLE_FAMILY,54583.0,0.0,,4.0,0.0,2.0,3.0,1.0,1.0,10.85,12.916666666666666,6.816666666666666,10.316666666666666,19.25
"113 Ennis Ln, Urbana, IL 61802",Urbana,61802,2330,2.0,5.0,"$48,000",92800,40.11115,-88.17183,2330,2146,580,SINGLE_FAMILY,54583.0,26.0,,4.0,0.0,2.0,2.0,0.0,1.0,10.85,12.916666666666666,6.816666666666666,10.733333333333333,19.416666666666668
"4001 Golf Creek Dr, Champaign, IL 61822",Champaign,61822,3148,3.0,3.0,"$675,000",677500,40.093174,-88.31196,3148,3482,39,SINGLE_FAMILY,109132.0,41.0,,0.0,0.0,1.0,1.0,0.0,0.0,15.916666666666666,13.666666666666666,17.183333333333334,12.316666666666666,10.55
"1705 Stratford Dr, Champaign, IL 61821",Champaign,61821,1420,2.0,3.0,"$245,000",245900,40.09641,-88.29257,1420,1765,40,SINGLE_FAMILY,118393.0,22.0,24,1.0,2.0,3.0,8.0,0.0,0.0,12.833333333333334,10.566666666666666,14.116666666666667,9.233333333333333,10.133333333333333
"1608 Carolyn Dr, Champaign, IL 61821",Champaign,61821,1421,1.0,,"$110,000",163200,40.09779,-88.28455,1421,1442,43,SINGLE_FAMILY,76006.0,38.0,24,10.0,5.0,8.0,9.0,0.0,0.0,11.85,9.583333333333334,13.133333333333333,8.25,9.716666666666667
"2510 Prairieridge Pl, Champaign, IL 61822",Champaign,61822,2529,3.0,3.0,"$430,000",430300,40.08161,-88.29803,2529,3062,43,SINGLE_FAMILY,126495.0,25.0,24,6.0,1.0,0.0,5.0,0.0,0.0,15.866666666666667,14.0,16.366666666666667,11.516666666666667,9.7
"3310 Roxford Dr, Champaign, IL 61822",Champaign,61822,1959,2.0,4.0,"$293,000",294100,40.096508,-88.300385,1959,2254,46,SINGLE_FAMILY,109132.0,38.0,,1.0,2.0,1.0,2.0,0.0,0.0,13.9,11.616666666666667,15.183333333333334,10.3,10.6
"2805 Lawndale Dr, Champaign, IL 61821",Champaign,61821,1036,1.0,3.0,"$155,000",155500,40.099686,-88.29274,1036,1556,46,SINGLE_FAMILY,78942.0,32.0,24,1.0,2.0,3.0,8.0,0.0,0.0,13.083333333333334,10.816666666666666,14.366666666666667,9.483333333333333,10.5
"2905 Lawndale Dr, Champaign, IL 61821",Champaign,61821,925,1.0,,"$132,500",132800,40.099705,-88.294136,925,1430,48,SINGLE_FAMILY,78942.0,28.0,24,1.0,2.0,2.0,5.0,0.0,0.0,13.133333333333333,10.916666666666666,14.283333333333333,9.716666666666667,10.25
"1801 Bentbrook Dr, Champaign, IL 61822",Champaign,61822,3250,3.0,4.0,"$420,000",421400,40.09605,-88.31137,3250,3869,49,SINGLE_FAMILY,109132.0,35.0,,0.0,0.0,1.0,1.0,0.0,0.0,15.066666666666666,12.8,16.35,11.466666666666667,11.216666666666667
